dataset,img_name,l_mean,l_std,a_mean,a_std,b_mean,b_std
pannuke,2-356_0_0_0_256_256,195.4377289,30.80543988,15.43237305,19.42235828,242.7727966,36.32664037
pannuke,2-1996_0_0_0_256_256,186.4673157,38.78241658,25.84033203,52.24076174,209.457016,90.4807551
pannuke,3-1683_0_0_0_256_256,113.6009979,69.37182648,21.73901367,10.41123433,233.5809326,35.03115912
pannuke,3-376_0_0_0_256_256,200.1756439,23.5471767,11.30665588,9.81912077,240.4331055,43.84481995
pannuke,3-995_0_0_0_256_256,121.1620789,52.62891892,27.14733887,32.53728361,224.0213013,56.26178103
pannuke,3-1073_0_0_0_256_256,149.9576263,42.31601435,24.13562012,8.622751675,237.4403076,35.84812947
pannuke,3-470_0_0_0_256_256,193.0561066,34.41018722,12.67984009,8.824287403,239.4235535,47.4216525
pannuke,2-408_0_0_0_256_256,186.8950043,31.77905927,12.724823,6.667063017,244.9562225,21.87947199
pannuke,1-155_0_0_0_256_256,158.5067749,32.22240101,20.88928223,5.473032129,242.7812195,8.927429181
pannuke,3-192_0_0_0_256_256,169.2657166,49.03451705,22.80795288,31.00855381,227.2358398,63.95002475
pannuke,2-1700_0_0_0_256_256,214.8486481,24.90561153,0.453140259,0.506339416,45.78808594,94.26300388
pannuke,2-598_0_0_0_256_256,190.1660004,47.71223707,19.59375,28.5257527,226.1863098,72.392836
pannuke,2-153_0_0_0_256_256,123.1442566,47.056925,21.58152771,4.211235345,237.2764587,18.83108733
pannuke,2-138_0_0_0_256_256,190.3680725,28.17168309,18.71459961,9.670126709,246.4274597,25.87456925
pannuke,1-619_0_0_0_256_256,199.1701202,33.22614283,15.56951904,27.77185992,225.0213623,73.76827188
pannuke,3-924_0_0_0_256_256,171.0068207,25.28770908,32.94035339,7.841529894,82.49861145,115.2671573
pannuke,1-239_0_0_0_256_256,205.4170074,28.67996432,15.59608459,8.312998321,244.168808,42.53058511
pannuke,1-901_0_0_0_256_256,170.9777832,42.63904001,14.13800049,7.404045117,240.5954895,27.24244359
pannuke,3-1494_0_0_0_256_256,158.2013855,48.73746366,27.27557373,24.85735401,220.5154419,75.51842172
pannuke,2-1009_0_0_0_256_256,152.9916382,33.62165842,20.67021179,5.371792976,239.1704407,23.09797241
pannuke,3-2611_0_0_0_256_256,143.7196198,69.65369803,22.4200592,15.88955199,203.4453583,94.13676327
pannuke,2-2308_0_0_0_256_256,134.4376526,59.36977404,44.1187439,43.12019157,106.5097504,115.5415125
pannuke,1-1219_0_0_0_256_256,155.5278473,26.11230954,24.21722412,4.817268838,231.8752441,5.908308685
pannuke,3-5_0_0_0_256_256,152.0781708,26.5105036,22.64358521,3.123873975,242.6136017,3.852248282
pannuke,1-1566_0_0_0_256_256,142.9766235,52.78554609,30.28186035,14.93926173,184.701828,106.5326534
pannuke,2-247_0_0_0_256_256,167.1137238,28.22502705,18.38044739,4.287726955,242.9308624,12.44952072
pannuke,3-592_0_0_0_256_256,203.990509,21.87316681,18.00024414,7.94974756,246.8741302,37.80340814
pannuke,1-1320_0_0_0_256_256,146.7481537,35.52146118,22.90364075,9.369241796,238.1209259,23.78206058
pannuke,1-2153_0_0_0_256_256,107.861084,39.10260194,25.94915771,5.477786331,232.5917358,21.33996941
pannuke,3-1665_0_0_0_256_256,129.7293701,18.75343235,65.33818054,7.967206407,50.93086243,43.81207541
pannuke,2-854_0_0_0_256_256,96.61653137,37.7312062,24.44439697,3.810817425,232.4979401,5.094980623
pannuke,2-1244_0_0_0_256_256,222.6156769,44.18752435,7.988708496,28.52931757,191.128891,108.8438187
pannuke,2-2310_0_0_0_256_256,101.8284454,72.64142576,55.96865845,77.42611733,165.8432312,96.61366491
pannuke,1-479_0_0_0_256_256,194.8955536,31.1072114,11.66308594,4.05528005,240.2611847,45.21370127
pannuke,3-987_0_0_0_256_256,105.1008606,41.07712712,25.94050598,16.01619713,232.8993073,29.2813059
pannuke,2-2334_0_0_0_256_256,146.9625854,47.87773906,30.37518311,21.14480547,223.9671631,69.8425634
pannuke,1-949_0_0_0_256_256,200.8090515,30.02580689,28.91989136,26.88504293,237.8000031,32.53516625
pannuke,1-188_0_0_0_256_256,160.5766602,50.56683533,21.076828,11.43110665,240.9138336,29.63447527
pannuke,2-2086_0_0_0_256_256,144.7282867,22.25080531,31.4152832,6.405792253,239.3132019,42.19365826
pannuke,1-374_0_0_0_256_256,187.3915405,32.87538595,15.48072815,23.96658404,238.3345795,42.70227397
pannuke,2-2220_0_0_0_256_256,120.5832062,22.70510233,47.64450073,6.58889268,67.24510193,104.7860606
pannuke,3-1292_0_0_0_256_256,159.0865936,20.91042719,29.64660645,6.433689099,225.2772675,72.1499197
pannuke,2-730_0_0_0_256_256,224.4945374,35.02663521,8.214019775,15.86380699,153.9907074,119.6350913
pannuke,3-1974_0_0_0_256_256,171.8122101,33.84594333,14.95906067,6.546086197,241.4652252,23.33323381
pannuke,1-795_0_0_0_256_256,175.6723785,42.22664284,23.79994202,9.544413329,229.9586487,36.58332655
pannuke,1-1864_0_0_0_256_256,241.9799957,12.20261781,10.18658447,47.71593574,118.9072266,126.6594519
pannuke,1-71_0_0_0_256_256,172.451767,41.54848792,20.25378418,5.576925452,245.0168304,22.3061256
pannuke,2-2263_0_0_0_256_256,177.1982269,28.74591615,18.07278442,4.362480025,246.173996,28.55042903
pannuke,2-1560_0_0_0_256_256,129.1224518,16.88692356,65.99900818,6.777602588,50.60174561,40.11164564
pannuke,2-2321_0_0_0_256_256,152.1810303,55.54728818,44.89544678,50.45722065,222.2603607,67.3920952
pannuke,1-1736_0_0_0_256_256,109.157074,44.40542893,29.87666321,6.593428408,234.4546661,29.50238268
pannuke,1-918_0_0_0_256_256,149.2401581,51.61885491,26.35281372,9.561202808,241.0999298,32.23004824
pannuke,3-981_0_0_0_256_256,102.2651367,47.15993073,24.00791931,12.3383956,232.0281372,33.51414535
pannuke,3-710_0_0_0_256_256,235.3674164,23.77418908,13.17218018,50.09662464,165.4783783,118.4869391
pannuke,3-1381_0_0_0_256_256,192.0722656,33.91613699,21.05421448,8.370797883,235.2206726,18.18976367
pannuke,3-2694_0_0_0_256_256,70.44865417,61.30128832,8.039321899,4.277569678,223.9364014,81.02306169
pannuke,1-712_0_0_0_256_256,176.7871094,31.85777284,20.92860413,10.7932246,235.9917603,52.63812506
pannuke,3-579_0_0_0_256_256,194.7927551,30.17730078,14.76948547,19.75653842,234.9655609,56.53496412
pannuke,2-868_0_0_0_256_256,145.2269135,44.24169957,17.81748962,12.63170242,239.7974396,27.85802871
pannuke,3-702_0_0_0_256_256,199.1558838,30.10052471,14.32159424,23.18729274,240.8134155,44.99395041
pannuke,2-1915_0_0_0_256_256,193.9800415,42.30636753,18.62632751,34.90506231,214.7259369,82.32187826
pannuke,1-581_0_0_0_256_256,191.687973,30.10023902,12.10916138,11.73877135,243.5587463,30.07571313
pannuke,3-572_0_0_0_256_256,150.2312164,60.72835194,16.65235901,23.01574722,219.0099335,69.56210939
pannuke,1-2292_0_0_0_256_256,154.5934753,34.91735092,34.40589905,8.953405932,240.049118,36.24084165
pannuke,2-110_0_0_0_256_256,142.915741,46.40942762,19.74862671,5.662969825,238.0233917,28.58583638
pannuke,1-66_0_0_0_256_256,174.5571289,40.75465715,17.60490417,7.184619395,241.8714142,33.46651354
pannuke,3-1539_0_0_0_256_256,122.6325989,42.09311521,45.73066711,18.37011779,230.0517883,8.239858445
pannuke,1-289_0_0_0_256_256,166.6393738,50.91169828,19.48439026,25.47980314,235.3166046,48.16511711
pannuke,1-1802_0_0_0_256_256,110.4797821,57.19099887,27.82791138,13.33281304,233.9586334,32.84109962
pannuke,2-165_0_0_0_256_256,175.2748413,42.52459356,24.2822113,16.64297386,237.7117615,51.45529652
pannuke,1-593_0_0_0_256_256,210.2360535,57.99155157,7.518692017,24.10972787,101.9625397,121.046416
pannuke,2-2388_0_0_0_256_256,124.3801727,29.62877338,32.70368958,7.310635266,238.9793854,11.35341678
pannuke,3-2216_0_0_0_256_256,168.8263855,30.85080493,37.16139221,12.49676225,143.4297028,121.7874113
pannuke,3-360_0_0_0_256_256,191.4584503,32.65948625,20.29553223,19.59237394,236.7613831,54.21737189
pannuke,3-1017_0_0_0_256_256,125.9052887,44.7040485,26.0957489,9.851997859,233.9989014,29.9784906
pannuke,1-2522_0_0_0_256_256,166.8744812,41.75313816,21.00637817,13.8467837,235.0128479,37.10888429
pannuke,2-1622_0_0_0_256_256,229.2217255,28.64598656,10.11834717,38.30837052,207.1833496,94.0847942
pannuke,2-740_0_0_0_256_256,170.8386383,36.74971944,26.49124146,8.409435906,229.555069,32.13100398
pannuke,1-355_0_0_0_256_256,164.6386414,29.19339441,16.28857422,3.199150746,241.677597,6.78782505
pannuke,3-1717_0_0_0_256_256,144.1858063,38.90921064,23.50341797,5.501940623,228.8353424,15.78220438
pannuke,2-131_0_0_0_256_256,187.2981873,38.22367019,13.67678833,9.155854809,236.1698608,50.1191298
pannuke,3-1908_0_0_0_256_256,205.1485596,32.52466284,13.05300903,9.028809824,240.6316071,23.03998337
pannuke,3-1540_0_0_0_256_256,115.4087067,36.01651508,47.3775177,9.470403916,229.1402893,7.928511863
pannuke,2-1936_0_0_0_256_256,188.1974487,40.14735983,27.21148682,23.76375295,75.00189209,112.2537962
pannuke,3-1779_0_0_0_256_256,229.2202454,29.37145377,8.399765015,24.28349321,187.2920532,107.1474461
pannuke,2-1385_0_0_0_256_256,136.3576508,49.15757918,31.61012268,15.08984792,194.9830322,99.83239518
pannuke,1-2431_0_0_0_256_256,188.1235199,39.19542367,15.7464447,28.89556434,190.9811096,105.313241
pannuke,3-2426_0_0_0_256_256,137.3204041,53.29746164,30.78060913,26.73804117,217.1234283,75.25373143
pannuke,3-1732_0_0_0_256_256,174.2478333,38.35955812,16.92851257,7.563986974,235.7638245,17.25441894
pannuke,1-1555_0_0_0_256_256,145.0302887,35.08889574,48.53814697,13.68427263,184.677887,107.795625
pannuke,1-484_0_0_0_256_256,200.7225494,32.71084843,11.73622131,17.14663246,235.4129181,58.28748514
pannuke,1-2425_0_0_0_256_256,172.7766876,34.5615916,17.51902771,5.513184814,236.3017883,54.92663164
pannuke,2-1594_0_0_0_256_256,168.5682678,33.63458786,18.93902588,6.227182896,234.2623901,12.26436967
pannuke,1-1530_0_0_0_256_256,211.0171204,39.1371004,11.8808136,26.54220101,134.2244415,124.7679391
pannuke,2-202_0_0_0_256_256,191.4901733,33.09282361,16.24111938,9.98783274,215.4726257,84.28260556
pannuke,2-1125_0_0_0_256_256,147.5289612,38.49422918,32.14276123,8.276436106,242.0055695,22.50795587
pannuke,3-2334_0_0_0_256_256,211.7541809,25.48133372,11.94564819,7.080550252,241.5813904,32.87789611
pannuke,1-1149_0_0_0_256_256,137.7144012,41.58272414,43.75384521,22.16479329,44.63327026,75.41527467
pannuke,1-2279_0_0_0_256_256,190.0427856,58.32138887,93.3666687,106.8403876,232.0096283,60.65104659
pannuke,1-783_0_0_0_256_256,198.3633118,44.96860062,20.78565979,33.17213493,215.6666107,69.98571073
pannuke,3-1899_0_0_0_256_256,192.8290253,29.69782438,14.00593567,3.339011435,236.5994873,10.26219482
pannuke,2-874_0_0_0_256_256,152.2538605,44.9282763,18.31159973,12.69555037,228.1192322,60.27318894
pannuke,1-1206_0_0_0_256_256,157.2303467,37.35977826,28.26715088,7.178308834,233.3890991,57.12183917
pannuke,1-2174_0_0_0_256_256,132.5472565,49.14211259,45.53364563,26.29902121,69.59729004,98.61928076
pannuke,1-2600_0_0_0_256_256,203.2653198,22.81976374,19.49331665,4.953416224,242.5437469,11.02644954
pannuke,1-1110_0_0_0_256_256,161.5062103,20.01308375,38.37995911,6.479777218,152.0664215,121.0251383
pannuke,2-553_0_0_0_256_256,187.7993927,61.48980375,16.11585999,33.54610158,183.7457733,107.5794818
pannuke,3-1142_0_0_0_256_256,158.6835632,27.67214843,43.85125732,10.33646161,101.0611572,121.3528143
pannuke,3-985_0_0_0_256_256,106.8007202,45.77274135,26.13320923,12.87266924,233.4379883,34.25440672
pannuke,1-1013_0_0_0_256_256,199.8792877,42.36776916,20.02722168,21.26356968,61.7328186,105.2491574
pannuke,1-1239_0_0_0_256_256,129.5201111,33.21078117,24.98304749,8.192632953,225.6106415,6.933920259
pannuke,3-106_0_0_0_256_256,172.6777039,40.45907795,17.82313538,5.142813581,242.8850555,27.75838011
pannuke,1-833_0_0_0_256_256,241.6733856,10.70889858,2.479980469,14.73709407,59.13769531,106.9314896
pannuke,1-2071_0_0_0_256_256,154.830719,56.04443395,20.57649231,22.06161559,231.3150024,50.22443724
pannuke,3-1042_0_0_0_256_256,148.0856171,35.7225293,28.87231445,6.169970443,228.0645599,60.14802778
pannuke,1-950_0_0_0_256_256,195.2497559,32.69798983,31.59634399,28.5283618,236.1934662,36.32705812
pannuke,1-498_0_0_0_256_256,195.191864,27.69586717,14.54170227,5.359676826,246.9545441,24.37650661
pannuke,1-906_0_0_0_256_256,122.7638397,35.76644966,30.19418335,7.418129012,229.2577057,52.20891516
pannuke,2-631_0_0_0_256_256,183.456131,62.21990998,20.65390015,49.19226001,193.9129181,100.5363485
pannuke,3-951_0_0_0_256_256,141.8719177,52.82972238,30.86251831,33.16063487,216.095993,73.80033177
pannuke,3-464_0_0_0_256_256,181.1080017,28.73103399,22.48146057,6.753506886,237.6595764,52.99250124
pannuke,3-878_0_0_0_256_256,157.1336365,33.88781217,27.80569458,6.716062456,240.9069519,29.72680852
pannuke,1-2000_0_0_0_256_256,162.9115906,36.02344719,26.11555481,5.129663203,236.2658081,11.31519306
pannuke,1-2365_0_0_0_256_256,182.770401,33.42628596,20.04272461,5.500827201,236.9897308,8.906387136
pannuke,1-2545_0_0_0_256_256,129.7162781,36.89733138,29.73530579,7.632581949,237.755127,16.78996782
pannuke,1-2339_0_0_0_256_256,148.5340729,55.1114092,17.71125793,14.20894726,233.8272095,42.64031999
pannuke,3-388_0_0_0_256_256,195.6098785,30.74486487,12.28721619,9.180073737,245.7957611,27.21421978
pannuke,2-2309_0_0_0_256_256,142.7682648,64.64815824,47.19598389,53.97507789,99.29682922,113.3252128
pannuke,3-121_0_0_0_256_256,157.5219269,39.60785725,23.92887878,4.960536869,241.4274902,29.07201978
pannuke,1-1027_0_0_0_256_256,154.1639404,42.86678858,23.31375122,11.08786475,239.7422638,24.13448723
pannuke,1-1366_0_0_0_256_256,170.8544922,41.75316209,23.23402405,10.32527896,240.3454895,42.54408176
pannuke,1-131_0_0_0_256_256,156.9120941,39.72229815,21.76025391,6.18359882,234.7223663,45.70561649
pannuke,1-1553_0_0_0_256_256,135.9324951,31.30371735,52.75727844,11.41645521,136.46521,121.5708421
pannuke,3-647_0_0_0_256_256,192.4867859,38.49087824,16.21928406,28.50767913,219.5915222,79.75383011
pannuke,1-2226_0_0_0_256_256,155.2851563,45.05618255,29.0585022,10.96806256,229.6305084,58.6699564
pannuke,2-154_0_0_0_256_256,180.213089,26.23450157,26.15522766,6.723192877,245.3936005,33.84378654
pannuke,2-2473_0_0_0_256_256,181.2905731,38.46913349,24.84077454,10.70188996,233.8727417,32.26101678
pannuke,2-1544_0_0_0_256_256,217.4367676,44.20375946,10.2394104,33.98470852,126.5484619,125.3273917
pannuke,1-552_0_0_0_256_256,193.4436798,31.33007128,12.24208069,8.83548365,244.32547,30.59429108
pannuke,3-2363_0_0_0_256_256,136.5526886,45.01524367,36.72129822,12.06527284,196.3023682,99.92668381
pannuke,1-2205_0_0_0_256_256,117.5484619,41.44854821,30.88238525,8.92129984,235.7394867,35.32180707
pannuke,1-1673_0_0_0_256_256,189.2208862,17.46319217,27.73086548,6.986846561,234.4577484,64.71378365
pannuke,1-2613_0_0_0_256_256,174.9021606,46.99217819,23.06181335,26.60367173,219.8022461,59.03929267
pannuke,2-837_0_0_0_256_256,140.5460663,47.62180763,34.18089294,10.23403843,212.8685303,85.82695156
pannuke,2-2307_0_0_0_256_256,120.1495819,46.1011651,33.14323425,10.93447395,202.8710327,88.37023153
pannuke,3-237_0_0_0_256_256,219.315094,35.80988025,9.152420044,14.58138951,244.5316467,43.31534828
pannuke,1-468_0_0_0_256_256,188.5112457,21.64963208,24.47349548,8.0793621,227.3515625,73.88979877
pannuke,2-2191_0_0_0_256_256,186.4742126,36.28788775,18.80465698,15.67288328,217.7932129,82.47171623
pannuke,3-1645_0_0_0_256_256,225.1005402,30.36630628,7.774765015,31.45319542,195.9573517,106.1892949
pannuke,3-480_0_0_0_256_256,173.3824921,34.6811762,14.18693542,12.47230994,243.0263519,20.92387233
pannuke,2-1313_0_0_0_256_256,180.5222778,34.86593531,24.20950317,6.598052323,233.40448,11.60345894
pannuke,3-2359_0_0_0_256_256,117.2701263,50.24133028,30.10528564,8.809264568,236.7256775,31.57087466
pannuke,1-1328_0_0_0_256_256,154.3992004,30.69208068,20.44042969,4.780920379,239.742218,14.72508542
pannuke,3-1087_0_0_0_256_256,137.1981049,42.99958393,42.50028992,22.47412996,41.74398804,72.14519406
pannuke,2-398_0_0_0_256_256,195.2445984,33.46578259,16.8092041,15.89495234,244.3541718,35.71510892
pannuke,2-2112_0_0_0_256_256,153.4589691,39.44242345,32.904953,30.77178058,225.4078217,61.77472728
pannuke,3-2630_0_0_0_256_256,115.8855133,26.88353392,26.36193848,3.77746053,237.8220215,11.12739181
pannuke,2-2340_0_0_0_256_256,143.4790649,44.29381143,31.05705261,10.68144308,226.5203705,65.6684446
pannuke,1-2630_0_0_0_256_256,210.2632599,28.7829743,16.10565186,13.85608406,233.0270996,55.22193657
pannuke,2-860_0_0_0_256_256,175.6164703,42.81806586,23.55570984,13.82403862,195.5401611,101.3098819
pannuke,2-1623_0_0_0_256_256,197.2558289,49.46264669,14.46943665,25.31440627,215.2394257,72.35189405
pannuke,2-1571_0_0_0_256_256,94.90431213,46.60552407,29.91456604,8.037730559,235.6530457,20.15633515
pannuke,2-1140_0_0_0_256_256,170.9209747,46.1115471,23.9140625,13.79842879,239.2384644,38.00596638
pannuke,1-161_0_0_0_256_256,172.3191223,42.52100237,17.42752075,24.60749364,241.150177,29.79388268
pannuke,3-2632_0_0_0_256_256,158.3125,61.76443646,19.80552673,21.09069149,219.9367523,72.26240627
pannuke,2-1071_0_0_0_256_256,160.0763397,32.54139751,42.70545959,14.2641935,93.4203949,117.7599094
pannuke,3-515_0_0_0_256_256,167.1730194,41.31096627,14.43597412,11.6477061,240.0559235,27.16636886
pannuke,1-2104_0_0_0_256_256,193.8962402,32.29080728,11.05220032,9.269420484,240.348465,39.0891587
pannuke,3-739_0_0_0_256_256,174.9032288,37.39046264,25.39024353,8.244409247,232.53302,24.48482761
pannuke,1-180_0_0_0_256_256,186.0210724,31.57757556,23.31420898,7.472181286,239.8058472,51.01277503
pannuke,2-346_0_0_0_256_256,194.6849365,33.31860629,20.04579163,20.40962865,239.5014496,50.31594755
pannuke,1-2132_0_0_0_256_256,232.1166992,21.89761787,11.78205872,44.77826504,41.38887024,93.09923244
pannuke,1-1022_0_0_0_256_256,114.1914368,58.50850808,35.92176819,11.41816847,234.0076141,34.4803294
pannuke,2-984_0_0_0_256_256,157.9814606,39.57695844,26.81401062,7.187826903,228.7901306,61.58606652
pannuke,1-1034_0_0_0_256_256,148.4046783,38.23726717,23.96191406,9.228364076,240.4221039,15.21559456
pannuke,1-1179_0_0_0_256_256,176.7195435,39.59112684,15.24032593,8.213502427,241.150116,36.42756073
pannuke,3-364_0_0_0_256_256,191.3122101,26.6788859,17.35054016,17.20233115,240.8924561,41.92677355
pannuke,2-1158_0_0_0_256_256,112.1001129,47.66119534,25.11601257,12.97161405,216.2760162,67.52908763
pannuke,3-690_0_0_0_256_256,171.9866638,38.18508256,21.67579651,24.54042195,237.8660278,45.40873195
pannuke,3-1053_0_0_0_256_256,171.4592133,27.84091195,31.52558899,7.771133735,215.200882,87.68023799
pannuke,1-1375_0_0_0_256_256,165.260788,48.96310903,16.71405029,9.002445569,238.644989,32.54265069
pannuke,3-812_0_0_0_256_256,168.1033478,55.72153133,23.22340393,12.98161315,226.1874237,44.04974308
pannuke,3-163_0_0_0_256_256,156.1992493,57.34360527,25.85690308,35.36914187,227.922226,59.92183942
pannuke,1-422_0_0_0_256_256,188.460022,34.21729432,12.37582397,5.423815754,245.7574615,19.07577577
pannuke,3-1632_0_0_0_256_256,161.2463837,54.22054136,22.01150513,13.07990727,234.0089264,47.5346784
pannuke,1-40_0_0_0_256_256,172.4783478,33.21083258,27.85969543,15.81402503,241.1318817,46.27152311
pannuke,2-1315_0_0_0_256_256,181.9841003,30.63636175,23.19824219,5.378380622,233.1171265,8.922797588
pannuke,1-1399_0_0_0_256_256,147.2498169,42.21263032,30.0352478,13.70903242,233.0233917,51.11206923
pannuke,3-559_0_0_0_256_256,231.1496582,24.99695543,5.624969482,24.23326383,80.48313904,117.6172397
pannuke,3-884_0_0_0_256_256,198.2626343,32.45404267,30.03263855,30.31630412,236.0370483,36.82256436
pannuke,2-1074_0_0_0_256_256,153.3426208,32.49648484,44.54826355,12.40476498,86.82058716,115.4888371
pannuke,2-2348_0_0_0_256_256,164.7816772,35.81974301,36.89326477,16.0286915,127.0746918,123.4810686
pannuke,2-789_0_0_0_256_256,131.5046692,37.00284887,36.97834778,14.50739193,166.083847,113.3808513
pannuke,3-1233_0_0_0_256_256,149.068924,31.06373337,19.98701477,4.798770413,238.8206787,9.987455981
pannuke,1-2315_0_0_0_256_256,182.4276276,29.71490222,14.69541931,10.43062618,240.3482056,35.38013218
pannuke,3-1157_0_0_0_256_256,151.7029266,24.2703342,27.61091614,4.248635018,230.5844269,5.385681704
pannuke,3-1764_0_0_0_256_256,179.9726868,46.50842621,20.72505188,8.105850621,233.9205017,14.5625502
pannuke,3-975_0_0_0_256_256,102.8322449,44.5136663,24.49815369,13.24417261,232.6873474,29.40849823
pannuke,1-2245_0_0_0_256_256,149.9436646,28.06941121,38.47787476,10.78295242,226.8778381,61.4567662
pannuke,2-385_0_0_0_256_256,185.8517151,22.49523569,13.49980164,2.71821676,245.6510468,10.18384531
pannuke,2-829_0_0_0_256_256,173.5058594,30.50660853,30.97227478,9.175682823,244.6509552,23.09243662
pannuke,1-705_0_0_0_256_256,178.390625,30.83871836,20.11479187,13.04618813,243.7055054,31.94807519
pannuke,2-1583_0_0_0_256_256,169.1262817,46.71375471,18.32543945,13.3721767,225.6387024,47.90308852
pannuke,2-532_0_0_0_256_256,199.525238,38.50508386,13.03613281,24.82417494,224.7894287,73.9359396
pannuke,1-1371_0_0_0_256_256,177.0569153,37.71559722,17.47103882,8.120251985,238.211731,42.45888083
pannuke,2-67_0_0_0_256_256,196.8697205,32.16851203,18.67672729,8.045950668,233.3411102,66.24214897
pannuke,3-1281_0_0_0_256_256,156.68013,48.27156076,27.01623535,19.53434379,224.8636932,66.00535138
pannuke,3-1083_0_0_0_256_256,137.7952118,40.27186333,42.84417725,19.89118375,50.97459412,82.87459371
pannuke,2-2398_0_0_0_256_256,154.105957,27.11110806,34.68531799,4.848226436,148.954483,120.7438489
pannuke,3-625_0_0_0_256_256,154.267807,37.13354285,21.01676941,9.461902377,242.938797,12.46186536
pannuke,2-1490_0_0_0_256_256,171.7602386,31.2938227,20.8380127,9.082694316,241.5379791,27.28128341
pannuke,2-853_0_0_0_256_256,102.9763336,56.52618939,22.80812073,10.15045667,231.1769562,27.39940509
pannuke,3-1994_0_0_0_256_256,207.247467,25.61155104,8.823501587,9.482107433,236.3730621,56.63741074
pannuke,2-967_0_0_0_256_256,137.9169312,39.41387198,24.29647827,6.241952127,236.4081879,21.74270457
pannuke,2-2301_0_0_0_256_256,143.2373657,43.77669204,14.98948669,5.626993131,237.6063232,18.87059895
pannuke,3-1758_0_0_0_256_256,187.9464569,37.46798909,19.36013794,16.74806955,231.2861481,39.9825922
pannuke,1-994_0_0_0_256_256,149.5853882,46.7092689,17.30039978,13.18905097,235.1204071,44.44136743
pannuke,2-2102_0_0_0_256_256,145.1548004,40.96074203,19.13835144,9.40112779,236.5233154,25.32817451
pannuke,2-2081_0_0_0_256_256,173.7328949,29.22548002,34.48872375,11.83741074,158.605011,119.2269612
pannuke,3-616_0_0_0_256_256,197.2058563,43.98775828,14.46818542,31.85321082,206.4699554,91.82382856
pannuke,2-1504_0_0_0_256_256,213.8030853,18.34195892,7.978973389,12.83064825,222.4934998,80.40912795
pannuke,1-1769_0_0_0_256_256,105.4050446,73.64666265,21.47918701,15.49584098,221.9684906,59.40584313
pannuke,2-1735_0_0_0_256_256,159.6115265,38.06723035,25.24655151,4.175947912,235.1462708,14.40682822
pannuke,3-1119_0_0_0_256_256,160.9849701,38.11909618,28.18275452,8.451180812,224.8208313,72.05994931
pannuke,2-514_0_0_0_256_256,186.0722504,35.02206747,12.83033752,9.992438336,242.8453217,31.35176668
pannuke,1-1578_0_0_0_256_256,168.608963,38.01241098,26.34913635,14.87159211,239.1770935,47.35372192
pannuke,3-1774_0_0_0_256_256,175.6241455,54.4340166,23.91697693,28.81041474,215.4512482,61.4440721
pannuke,3-1238_0_0_0_256_256,106.4606934,51.53129541,25.4984436,13.53091048,229.7173615,39.48796414
pannuke,1-1789_0_0_0_256_256,189.5781708,67.85271857,12.33355713,14.61226808,240.5763245,46.59714823
pannuke,3-200_0_0_0_256_256,193.3136902,38.70983521,15.20715332,18.09429886,240.6327515,42.01788804
pannuke,1-2079_0_0_0_256_256,168.8129578,33.82560101,15.19313049,7.561602626,240.9559937,22.84035552
pannuke,2-1646_0_0_0_256_256,148.6460419,39.96839843,31.47091675,6.689118168,223.7146606,10.25642317
pannuke,2-816_0_0_0_256_256,119.7313385,64.9668803,21.39277649,11.08218239,232.8727875,39.04610719
pannuke,1-140_0_0_0_256_256,219.5019379,39.46268869,36.50617981,80.00235759,123.594223,125.0609374
pannuke,1-130_0_0_0_256_256,173.3253784,34.23294637,27.33592224,8.485984172,229.4951172,65.99879367
pannuke,1-358_0_0_0_256_256,177.141861,35.03275143,16.09706116,9.794061406,242.7745056,25.36309073
pannuke,3-2603_0_0_0_256_256,142.9874268,30.85063257,34.76773071,10.93538093,234.0826263,47.90906965
pannuke,1-1327_0_0_0_256_256,152.2215424,33.14494545,20.68762207,4.07722504,239.7603149,16.65350194
pannuke,3-1647_0_0_0_256_256,234.0938568,16.73043623,4.729858398,23.66422287,66.64505005,110.9187402
pannuke,1-126_0_0_0_256_256,182.3813477,37.27249661,21.30058289,18.07708756,234.1262054,57.5376269
pannuke,1-826_0_0_0_256_256,176.3909454,54.64488554,19.87426758,9.876821588,232.8571777,27.63094357
pannuke,3-2085_0_0_0_256_256,165.7240906,28.64069559,37.82048035,10.58676697,98.29174805,120.8167848
pannuke,3-984_0_0_0_256_256,104.5040894,45.56086415,26.1321106,19.84627898,230.813324,37.44871497
pannuke,3-545_0_0_0_256_256,193.4054718,61.71357356,13.13427734,34.38551028,178.3082581,110.8278165
pannuke,3-2103_0_0_0_256_256,172.5655823,36.25817066,16.45951843,5.121122954,243.3457184,9.087024046
pannuke,1-644_0_0_0_256_256,192.6851196,24.38382194,24.40896606,13.44084993,240.5897522,53.24570187
pannuke,2-709_0_0_0_256_256,168.6865845,24.91601446,32.66386414,6.745278594,242.2174988,20.70663435
pannuke,1-1596_0_0_0_256_256,123.9583435,30.58170925,36.21226501,6.316646831,218.8937073,75.16654234
pannuke,2-766_0_0_0_256_256,213.8726196,37.87120125,14.10331726,22.97871258,207.0113373,89.51777281
pannuke,1-892_0_0_0_256_256,73.54243469,28.94209981,38.00256348,8.541116849,235.574234,22.93860055
pannuke,2-251_0_0_0_256_256,161.045105,27.0947273,18.89585876,3.90599264,242.0224304,9.975110189
pannuke,3-558_0_0_0_256_256,197.5848541,66.20956467,14.99072266,43.01552893,139.344635,121.6035432
